product_name,shipping_fee,page_number,product_condition,seller_feedback_score,origin_country,manufacturer,category,product_price
galaxy s20,93.74,1,Used,49209,United States,samsung,Smartphones,1430.1
iphone x,96.21,3,Seller refurbished,127396,United Kingdom,apple,Smartphones,1031.11
asus rog strix scar,0.0,2,New,17192,South,asus,Computers,6475.96
asus zenbook,279.84,1,Open box,11993,United States,asus,Computers,7140.24
iphone x,96.12,4,Used,1417,United Kingdom,apple,Smartphones,1124.48
xiaomi redmibook,0.0,1,New,23,China,xiaomi,Computers,3360.41
galaxy s20,125.17,2,Open box,23120,United Kingdom,samsung,Smartphones,2623.87
lenovo thinkpad,267.29,1,Used,595,United States,lenovo,Computers,899.29
ipad air,125.17,2,Seller refurbished,547,United States,apple,Tablets,666.11
huawei matebook,191.91,2,New,16243,Germany,huawei,Computers,3622.32
xiaomi mi 11,98.61,1,Used,444,United States,xiaomi,Smartphones,1137.44
iphone 11,83.27,4,Used,178,Russian Federation,apple,Smartphones,1432.2
dell xps,234.35,1,New,11027,United States,dell,Computers,5164.73
hp zbook,203.99,1,Seller refurbished,3461,United Kingdom,hp,Computers,3823.15
galaxy s10,88.15,1,Seller refurbished,880,United States,samsung,Smartphones,1072.57
macbook pro,229.42,2,Used,27835,United States,apple,Computers,86.6
dell xps,320.06,4,Open box,2825,United States,dell,Computers,4956.71
galaxy s21,133.23,4,New,2715,South,samsung,Smartphones,4892.14
galaxy tab,176.94,3,Used,7248,United States,samsung,Tablets,208.63
huawei p40,88.66,2,New,1125,United Kingdom,huawei,Smartphones,715.15
galaxy s20,167.64,1,New,171,United Kingdom,samsung,Smartphones,1443.89
asus vivobook,147.98,1,New,7105,United States,asus,Computers,1662.02
dell latitude,343.0,1,Used,362,Australia,dell,Tablets,13.93
oneplus 8 pro,108.4,1,Used,554,United Kingdom,oneplus,Smartphones,1799.19
xiaomi redmibook,90.24,1,New,342,United Kingdom,xiaomi,Computers,6771.05
ipad pro,90.08,3,Seller refurbished,94258,United States,apple,Tablets,951.94
galaxy tab,145.58,1,New,201,United Kingdom,samsung,Tablets,1354.26
galaxy tab,104.94,1,New,19904,United Kingdom,samsung,Tablets,224.86
dell xps,212.17,4,Used,2560,United Kingdom,dell,Computers,4273.18
lenovo thinkbook,179.66,1,Open box,138,United States,lenovo,Computers,3707.04
asus zephyrus,262.01,1,New,138,United States,asus,Computers,6230.79
galaxy s20,0.0,3,Used,2133,South,samsung,Smartphones,1852.67
macbook air,199.48,2,New,1118,United States,apple,Computers,4662.95
huawei mediapad,113.04,3,Used,17334,Germany,huawei,Tablets,223.15
xiaomi mi 10,119.87,1,New,119196,United States,xiaomi,Smartphones,1785.06
xiaomi redmibook,0.0,1,New,90,Spain,xiaomi,Computers,3897.49
asus vivobook,181.12,2,New,7471,United States,asus,Computers,3030.91
ipad air,129.76,2,Seller refurbished,989,United States,apple,Tablets,732.72
ipad pro,148.7,3,Used,602,United Kingdom,apple,Tablets,3385.59
galaxy s20,98.26,1,Seller refurbished,8633,United States,samsung,Smartphones,1298.97
huawei matebook,208.76,1,Open box,3461,United Kingdom,huawei,Computers,3912.63
ipad pro,104.3,1,Used,17276,United States,apple,Tablets,1043.29
galaxy s20,119.23,2,New,2860,United Kingdom,samsung,Smartphones,2297.08
iphone 11,112.88,4,Used,966,United States,apple,Smartphones,2064.2
iphone 12,153.63,2,New,1445,United States,apple,Smartphones,677.09
macbook air,110.05,1,Seller refurbished,341,United States,apple,Computers,1248.98
dell xps,151.18,1,Used,2560,United Kingdom,dell,Computers,2244.55
huawei p40,38.78,2,Open box,44,Germany,huawei,Smartphones,489.63
dell vostro,177.24,2,New,296957,United States,dell,Computers,2560.33
huawei mediapad,99.32,1,Used,339,United Kingdom,huawei,Tablets,314.82
galaxy s21,121.14,4,Used,44570,United States,samsung,Smartphones,2497.99
iphone 12,120.8,2,Open box,10093,United States,apple,Smartphones,2198.23
iphone 11,151.48,4,Used,244,United States,apple,Smartphones,2498.03
asus vivobook,217.26,3,Used,11443,United States,asus,Computers,1895.8
macbook air,145.62,3,Used,384,United States,apple,Computers,782.71
asus rog strix scar,266.17,2,New,16243,Germany,asus,Computers,5808.35
xiaomi mi 11,81.26,1,New,11,Singapore,xiaomi,Smartphones,1560.11
dell vostro,223.59,1,Open box,332,United Kingdom,dell,Computers,2071.51
dell precision,261.39,1,Seller refurbished,109711,United States,dell,Computers,991.31
lenovo ideapad,148.68,4,New,7471,United States,lenovo,Computers,1332.25
huawei p40,106.75,1,Seller refurbished,293554,United Kingdom,huawei,Smartphones,1611.13
ipad air,94.69,2,Seller refurbished,164,United States,apple,Tablets,832.64
huawei mediapad,81.78,1,Used,19205,United Kingdom,huawei,Tablets,337.31
ipad pro,104.01,1,Used,17171,United States,apple,Tablets,1027.03
dell xps,134.14,1,Used,15363,United States,dell,Computers,1462.6
galaxy book,147.79,1,Used,2751,United States,samsung,Computers,910.05
ipad pro,106.42,1,Used,113,United States,apple,Tablets,666.14
xiaomi mi 10,0.0,1,New,4906,China,xiaomi,Smartphones,2538.45
huawei p30,115.08,3,Seller refurbished,28174,United Kingdom,huawei,Smartphones,2068.34
galaxy tab,88.1,2,New,29384,United States,samsung,Tablets,847.67
lenovo thinkpad,144.21,3,Seller refurbished,1847,United Kingdom,lenovo,Computers,539.73
oneplus nord,97.18,2,New,1174,India,oneplus,Smartphones,1624.82
huawei p40,173.28,2,New,5010,United Kingdom,huawei,Smartphones,1228.05
dell xps,228.55,1,Used,200,United Kingdom,dell,Computers,3373.57
ipad pro,111.73,4,Used,613,United Kingdom,apple,Tablets,1354.26
lenovo tab,93.93,3,Used,44117,United States,lenovo,Tablets,1071.89
galaxy s20,102.58,3,Seller refurbished,8633,United States,samsung,Smartphones,1950.02
huawei mediapad,113.76,1,New,1115,China,huawei,Tablets,932.84
macbook air,142.79,2,Seller refurbished,5007,United States,apple,Computers,1776.26
dell latitude,319.65,3,Used,2676,United States,dell,Tablets,153.21
asus zenbook,218.32,4,New,3032,United States,asus,Computers,4303.69
asus zephyrus,264.05,2,New,365,United States,asus,Computers,6338.05
macbook air,131.06,4,Used,2327,United States,apple,Computers,1562.1
huawei p40,199.73,2,New,128,Germany,huawei,Smartphones,2048.63
asus zenbook,168.76,1,Used,346,United States,asus,Computers,81.51
huawei p30,85.4,1,Open box,12350,United States,huawei,Smartphones,626.17
galaxy s10,103.91,2,Used,509,United States,samsung,Smartphones,653.31
dell xps,162.84,4,Used,11993,United States,dell,Computers,2229.67
iphone 11,137.87,3,Used,136,United Kingdom,apple,Smartphones,2347.72
huawei matebook,212.86,1,Seller refurbished,5367,United Kingdom,huawei,Computers,4138.42
asus vivobook,164.57,4,New,7471,United States,asus,Computers,2164.92
galaxy s10,99.41,3,Seller refurbished,12800,United Kingdom,samsung,Smartphones,1304.4
macbook pro,125.07,2,Used,119,United States,apple,Computers,849.33
huawei p30,110.16,3,For parts or not working,450,United Kingdom,huawei,Smartphones,363.67
huawei matebook,235.55,1,New,25284,United Kingdom,huawei,Computers,2761.97
macbook air,192.05,3,Seller refurbished,989,United States,apple,Computers,1165.71
ipad air,126.9,1,Used,68,United States,apple,Tablets,1738.63
asus zenbook,192.36,4,New,2769,South,asus,Computers,4398.28
dell vostro,179.26,2,Used,149,United Kingdom,dell,Computers,631.99
asus zephyrus,246.41,2,New,365,United States,asus,Computers,5795.25
dell xps,218.88,4,New,11993,United States,dell,Computers,4355.37
dell xps,215.91,4,Seller refurbished,59433,United Kingdom,dell,Computers,3823.33
lenovo ideapad,169.27,4,New,296957,United States,lenovo,Computers,1998.39
xiaomi mi 10,136.51,3,New,883,Hong Kong,xiaomi,Smartphones,1448.79
hp zbook,313.33,1,Seller refurbished,1880,United Kingdom,hp,Computers,5963.32
huawei p40,0.0,3,New,212,United Kingdom,huawei,Smartphones,3818.88
macbook air,125.43,3,Open box,534459,United States,apple,Computers,1662.02
galaxy s10,88.77,3,Used,78415,United States,samsung,Smartphones,1105.1
ipad air,135.79,1,Used,145,United States,apple,Tablets,333.07
lenovo thinkbook,183.21,3,Used,78929,United Kingdom,lenovo,Computers,2508.69
asus vivobook,166.73,1,New,32390,United States,asus,Computers,1865.16
lenovo thinkpad,236.69,4,Used,15363,United States,lenovo,Computers,2778.97
dell precision,247.39,2,Used,963,United Kingdom,dell,Computers,4610.54
asus vivobook,334.05,3,New,1111,United States,asus,Computers,1623.63
galaxy s20,123.58,3,Used,18,United States,samsung,Smartphones,2076.94
dell xps,222.61,3,Seller refurbished,1386,United States,dell,Computers,3734.59
lenovo thinkbook,152.05,1,Certified refurbished,9853,United States,lenovo,Computers,2661.23
galaxy s20,105.8,4,Used,29594,United States,samsung,Smartphones,1787.5
iphone 12,114.27,1,Seller refurbished,69441,United States,apple,Smartphones,2411.43
lenovo thinkpad,147.4,1,Seller refurbished,17427,United Kingdom,lenovo,Computers,715.2
dell precision,164.14,2,Used,115019,United States,dell,Computers,2297.28
huawei mediapad,58.51,2,Seller refurbished,11971,China,huawei,Tablets,474.51
ipad pro,93.17,1,For parts or not working,27114,United Kingdom,apple,Tablets,947.75
huawei mediapad,129.91,1,Used,344,United Kingdom,huawei,Tablets,138.1
galaxy s20,81.26,4,New,2,Russian Federation,samsung,Smartphones,1625.15
ipad pro,147.08,4,Seller refurbished,300,United States,apple,Tablets,1235.69
macbook air,169.17,4,Used,2870,United Kingdom,apple,Computers,1012.74
lenovo thinkpad,239.87,2,Used,3263,United States,lenovo,Computers,536.3
iphone 12,131.04,2,New,571,United Kingdom,apple,Smartphones,2999.92
dell vostro,145.12,1,Seller refurbished,69328,United States,dell,Computers,734.35
galaxy s21,0.0,3,New,0,Philippines,samsung,Smartphones,1970.24
macbook pro,662.81,4,Used,5968,United States,apple,Computers,9889.19
iphone x,114.54,2,New,9825,United States,apple,Smartphones,1394.38
huawei mediapad,97.22,3,New,19859,France,huawei,Tablets,870.01
lenovo thinkpad,135.8,4,Seller refurbished,5764,United States,lenovo,Computers,1170.08
ipad pro,149.65,1,Seller refurbished,375,United Kingdom,apple,Tablets,970.55
galaxy s20,116.59,2,Used,43667,United Kingdom,samsung,Smartphones,2249.0
galaxy s10,96.93,2,Used,293554,United Kingdom,samsung,Smartphones,1169.46
asus zenbook,188.2,3,Seller refurbished,426,United Kingdom,asus,Computers,2929.71
galaxy s21,156.38,3,Open box,251,United States,samsung,Smartphones,2581.29
lenovo thinkpad,181.43,2,Used,1211,United States,lenovo,Computers,649.99
lenovo thinkpad,244.13,2,Used,405,United States,lenovo,Computers,342.91
huawei matebook,285.45,1,Seller refurbished,28174,United Kingdom,huawei,Computers,7457.31
galaxy s21,0.0,2,Open box,2133,South,samsung,Smartphones,2764.48
iphone x,86.56,1,Seller refurbished,23886,United States,apple,Smartphones,845.05
huawei p30,138.05,4,Open box,3108,United Kingdom,huawei,Smartphones,851.62
macbook air,199.38,4,Open box,2586,United States,apple,Computers,2929.15
huawei p30,131.38,3,Used,586,United Kingdom,huawei,Smartphones,943.64
lenovo ideapad,141.06,1,Used,8407,United States,lenovo,Computers,932.56
xiaomi mi 10,0.0,1,New,4906,China,xiaomi,Smartphones,2035.03
huawei matebook,180.42,1,Open box,153,United States,huawei,Computers,2994.3
asus zephyrus,222.61,1,New,73,United States,asus,Computers,4550.32
iphone 12,92.07,2,New,80,United Kingdom,apple,Smartphones,451.13
galaxy s20,119.23,3,Used,1137,United Kingdom,samsung,Smartphones,2297.08
dell precision,268.38,4,Used,24279,United States,dell,Computers,1462.6
lenovo thinkpad,125.23,1,Used,5764,United States,lenovo,Computers,617.52
asus zenbook,181.29,3,Seller refurbished,78929,United Kingdom,asus,Computers,2550.33
dell xps,189.33,4,New,2310,United States,dell,Computers,3214.16
huawei p40,276.16,2,New,17545,United Kingdom,huawei,Smartphones,828.56
iphone 12,19.59,2,New,0,Philippines,apple,Smartphones,1041.94
iphone x,85.0,1,Seller refurbished,1409,United States,apple,Smartphones,906.83
dell precision,235.06,3,Seller refurbished,2875,United States,dell,Computers,4387.87
dell precision,226.45,2,Used,2468,United States,dell,Computers,1755.16
gigabyte aero,216.93,1,Open box,959,United States,gigabyte,Computers,3889.56
galaxy s20,92.11,1,Used,1255,United Kingdom,samsung,Smartphones,805.59
xiaomi mi 10,0.0,3,New,5010,United Kingdom,xiaomi,Smartphones,5483.17
huawei matebook,204.05,4,Seller refurbished,40683,United Kingdom,huawei,Computers,2688.45
galaxy tab,39.0,2,Open box,22343,United States,samsung,Tablets,48.72
huawei p30,100.03,2,Open box,23120,United Kingdom,huawei,Smartphones,1242.86
huawei p40,276.16,3,New,17545,United Kingdom,huawei,Smartphones,3130.24
iphone x,114.87,3,New,9825,United States,apple,Smartphones,1410.63
lenovo thinkpad,202.41,4,Seller refurbished,2746,United Kingdom,lenovo,Computers,674.67
lenovo thinkpad,189.85,2,New,7622,United States,lenovo,Computers,2451.83
iphone 12,23.05,1,New,0,Ukraine,apple,Smartphones,2282.42
asus vivobook,148.65,3,Open box,47486,United States,asus,Computers,1330.58
galaxy s21,0.0,2,New,174847,Germany,samsung,Smartphones,27.38
iphone 12,117.99,1,Used,17171,United States,apple,Smartphones,2411.43
ipad air,143.39,4,Seller refurbished,547,United States,apple,Tablets,666.11
ipad air,113.98,1,For parts or not working,35834,United States,apple,Tablets,169.87
lenovo thinkpad,133.23,1,Seller refurbished,1284,United States,lenovo,Computers,679.31
galaxy tab,101.75,1,Open box,463,United Kingdom,samsung,Tablets,180.52
iphone x,96.93,4,Used,27114,United Kingdom,apple,Smartphones,1169.28
iphone x,66.19,1,For parts or not working,796,Germany,apple,Smartphones,591.38
galaxy book,148.37,1,Used,1887,United Kingdom,samsung,Computers,1514.51
xiaomi mi 10,129.9,1,Used,36,Switzerland,xiaomi,Smartphones,3560.52
dell vostro,150.1,2,Used,5979,United Kingdom,dell,Computers,834.9
galaxy s21,112.28,3,Open box,3220,United States,samsung,Smartphones,2248.22
xiaomi redmibook,157.95,1,New,408435,Germany,xiaomi,Computers,72.18
asus zenbook,228.59,4,Open box,1736,United States,asus,Computers,2605.06
galaxy s20,23.14,2,New,1012,France,samsung,Smartphones,123.87
huawei p40,139.89,2,New,486,Hong Kong,huawei,Smartphones,4205.81
lenovo ideapad,159.71,2,Open box,17276,United States,lenovo,Computers,1498.72
huawei mediapad,116.57,1,New,1641,China,huawei,Tablets,736.09
dell xps,138.5,4,Seller refurbished,11394,United States,dell,Computers,1690.12
iphone x,95.04,4,Used,1190,United Kingdom,apple,Smartphones,1064.02
lenovo thinkpad,213.25,2,Seller refurbished,4731,United States,lenovo,Computers,4059.62
xiaomi mi 10,110.43,1,New,49,United Kingdom,xiaomi,Smartphones,1813.68
asus zephyrus,250.53,2,New,11993,United States,asus,Computers,6013.02
huawei p30,102.56,2,Used,530,United Kingdom,huawei,Smartphones,1380.78
lenovo tab,96.3,1,Used,509,United Kingdom,lenovo,Tablets,303.78
galaxy s10,92.76,1,Open box,16928,United States,samsung,Smartphones,1105.07
galaxy tab,141.79,1,Used,1710,United States,samsung,Tablets,700.95
dell latitude,148.68,2,Seller refurbished,719,United States,dell,Tablets,1332.25
galaxy tab,112.23,1,Used,1810,United Kingdom,samsung,Tablets,44.94
iphone x,113.24,1,Used,333,United States,apple,Smartphones,981.59
galaxy tab,147.21,1,New,853,United States,samsung,Tablets,162.51
asus vivobook,212.72,1,Open box,541,United Kingdom,asus,Computers,1726.26
oneplus 8 pro,96.76,1,Open box,1096,United States,oneplus,Smartphones,1313.12
galaxy s21,161.21,2,New,315,United Kingdom,samsung,Smartphones,4603.32
ipad air,84.98,1,For parts or not working,27114,United Kingdom,apple,Tablets,414.26
galaxy s20,0.0,2,Used,2133,South,samsung,Smartphones,1738.91
lenovo thinkpad,253.13,2,Used,499,United States,lenovo,Computers,624.51
asus zephyrus,241.92,2,New,11993,United States,asus,Computers,4745.4
galaxy s21,126.07,3,New,43886,United States,samsung,Smartphones,2754.46
xiaomi redmibook,137.06,1,New,212681,Germany,xiaomi,Computers,92.01
dell xps,191.62,2,Used,2560,United Kingdom,dell,Computers,3144.16
oneplus nord,152.76,4,New,116,United States,oneplus,Smartphones,552.52
huawei matebook,0.0,2,For parts or not working,26,Lithuania,huawei,Computers,1296.87
iphone 12,122.54,2,Open box,2195,United Kingdom,apple,Smartphones,2531.75
huawei p40,92.53,1,Used,960,United Kingdom,huawei,Smartphones,828.56
huawei mediapad,99.86,3,Seller refurbished,28174,United Kingdom,huawei,Tablets,719.6
macbook pro,253.09,3,For parts or not working,348,United Kingdom,apple,Computers,257.79
ipad air,113.61,2,Used,124,United States,apple,Tablets,341.4
iphone 12,151.98,3,New,1039,United States,apple,Smartphones,3830.31
asus vivobook,145.49,2,Open box,1193,United States,asus,Computers,1164.61
macbook air,140.39,4,Used,3622,United States,apple,Computers,1651.36
dell vostro,158.13,1,Used,545,United Kingdom,dell,Computers,460.29
asus rog strix scar,257.32,2,Used,1282,United States,asus,Computers,2462.06
galaxy s10,87.21,4,Used,19045,United States,samsung,Smartphones,812.57
galaxy tab,157.95,1,Used,8912,United Kingdom,samsung,Tablets,67.67
lenovo tab,59.95,2,Seller refurbished,6989,China,lenovo,Tablets,446.28
lenovo ideapad,178.49,1,New,296957,United States,lenovo,Computers,2065.0
xiaomi mi 11,81.26,1,New,530,China,xiaomi,Smartphones,3867.82
galaxy s21,162.9,3,New,2825,United States,samsung,Smartphones,2661.23
dell xps,194.99,3,New,1112,United States,dell,Computers,3510.29
lenovo thinkpad,207.15,1,Seller refurbished,174,United Kingdom,lenovo,Computers,916.07
lenovo ideapad,148.68,4,New,52,United States,lenovo,Computers,1332.25
iphone 12,39.17,2,New,0,Ukraine,apple,Smartphones,1410.15
ipad pro,224.25,2,New,398,United States,apple,Tablets,2722.43
dell vostro,205.18,4,Seller refurbished,11993,United States,dell,Computers,3615.78
gigabyte aero,269.26,1,Seller refurbished,11993,United States,gigabyte,Computers,6629.25
asus vivobook,181.23,2,New,884,United Kingdom,asus,Computers,1238.3
huawei p30,266.32,2,Used,2657,Germany,huawei,Smartphones,665.86
dell latitude,237.26,1,Used,353,United Kingdom,dell,Tablets,19.33
iphone 12,165.4,4,Seller refurbished,3918,United Kingdom,apple,Smartphones,5072.68
xiaomi mi 10,78.34,1,Used,56,Spain,xiaomi,Smartphones,2409.0
galaxy s20,99.78,4,Seller refurbished,44117,United States,samsung,Smartphones,1681.83
galaxy s20,110.35,2,Open box,148217,United States,samsung,Smartphones,1931.77
dell precision,182.37,3,Used,4331,United States,dell,Computers,877.55
galaxy s21,276.16,4,New,17545,United Kingdom,samsung,Smartphones,4368.59
lenovo thinkpad,489.56,3,Used,8424,Belgium,lenovo,Computers,685.38
iphone 11,101.39,2,Used,17171,United States,apple,Smartphones,1182.4
ipad pro,107.59,2,Used,5219,United States,apple,Tablets,831.4
dell precision,211.73,4,Seller refurbished,1313,United Kingdom,dell,Computers,3593.97
huawei p30,127.61,3,New,5,United Kingdom,huawei,Smartphones,2757.41
hp zbook,256.09,1,New,296957,United States,hp,Computers,6303.89
ipad air,111.01,3,Open box,17276,United States,apple,Tablets,1298.87
gigabyte aero,121.41,1,New,16243,Germany,gigabyte,Computers,9211.13
huawei p30,115.08,4,Seller refurbished,28174,United Kingdom,huawei,Smartphones,2068.34
ipad air,99.89,2,Seller refurbished,527,United States,apple,Tablets,716.1
lenovo thinkbook,251.3,2,New,20349,United States,lenovo,Computers,3501.0
xiaomi mi 11,54.8,2,New,137,Germany,xiaomi,Smartphones,2929.97
iphone 12,47.13,1,New,0,Philippines,apple,Smartphones,1802.88
iphone 12,22.73,1,New,0,Philippines,apple,Smartphones,2131.76
gigabyte aero,121.41,1,New,16243,Germany,gigabyte,Computers,14502.26
galaxy s10,92.08,3,Seller refurbished,1409,United States,samsung,Smartphones,1069.35
iphone x,97.15,1,Seller refurbished,214574,United States,apple,Smartphones,1007.56
huawei p40,0.0,2,New,208,United Kingdom,huawei,Smartphones,4992.72
asus vivobook,157.91,3,New,7471,United States,asus,Computers,2181.58
asus rog strix scar,301.59,1,Seller refurbished,78929,United Kingdom,asus,Computers,7223.31
oneplus nord,101.96,4,New,1468,United States,oneplus,Smartphones,34.36
huawei p30,49.96,2,Used,44,Greece,huawei,Smartphones,632.83
iphone x,105.26,3,Used,640,United Kingdom,apple,Smartphones,674.71
iphone 11,99.55,1,Seller refurbished,214574,United States,apple,Smartphones,2314.8
ipad pro,153.66,1,New,471,United States,apple,Tablets,3244.1
dell xps,246.83,4,New,228,United States,dell,Computers,5197.23
ipad air,90.0,1,Used,27114,United Kingdom,apple,Tablets,690.46
galaxy s21,117.91,3,Open box,17146,United States,samsung,Smartphones,2328.16
ipad pro,130.38,3,Used,16,United States,apple,Tablets,3671.21
macbook air,211.2,4,Used,493,United States,apple,Computers,999.21
huawei p30,92.94,3,Seller refurbished,2637,United Kingdom,huawei,Smartphones,851.58
ipad pro,103.29,3,Seller refurbished,87707,United States,apple,Tablets,989.5
galaxy s10,111.19,2,Used,20,United States,samsung,Smartphones,630.56
huawei p30,102.56,2,Used,5385,United Kingdom,huawei,Smartphones,1380.96
gigabyte aero,223.78,1,Used,42,United Kingdom,gigabyte,Computers,3157.53
lenovo tab,83.74,2,Used,1245,United Kingdom,lenovo,Tablets,345.25
hp zbook,282.5,4,Seller refurbished,1880,United Kingdom,hp,Computers,4271.08
iphone x,89.56,1,Used,2153,United Kingdom,apple,Smartphones,764.68
dell precision,229.34,4,Used,1435,United States,dell,Computers,1881.92
xiaomi mi 11,116.71,1,Used,2321,United States,xiaomi,Smartphones,2264.84
lenovo thinkpad,154.06,3,Used,438,United Kingdom,lenovo,Computers,1079.5
oneplus nord,104.63,2,Open box,358,United States,oneplus,Smartphones,487.54
dell precision,247.08,3,Used,4780,United Kingdom,dell,Computers,3688.39
macbook air,121.77,1,Used,4770,United States,apple,Computers,1470.17
huawei mediapad,113.76,1,New,1641,China,huawei,Tablets,1462.63
asus rog strix scar,229.01,1,New,296957,United States,asus,Computers,4527.08
macbook pro,145.19,1,Used,79,United States,apple,Computers,1515.47
hp zbook,183.27,1,Used,732,United Kingdom,hp,Computers,2025.23
galaxy book,23.11,4,New,27621,France,samsung,Computers,30.94
iphone 12,152.83,3,Used,283,United Kingdom,apple,Smartphones,4142.8
huawei mediapad,54.79,3,For parts or not working,502,Germany,huawei,Tablets,195.78
dell xps,242.47,2,Used,11993,United States,dell,Computers,5590.48
huawei p30,156.29,2,Used,366,Germany,huawei,Smartphones,1132.03
xiaomi redmibook,0.0,2,New,209973,Germany,xiaomi,Computers,77.56
dell vostro,181.74,2,Seller refurbished,5677,United Kingdom,dell,Computers,609.41
huawei matebook,246.51,2,New,78929,United Kingdom,huawei,Computers,5316.7
xiaomi redmibook,157.95,1,New,408435,Germany,xiaomi,Computers,112.81
xiaomi mi 10,97.74,3,Open box,1239,United States,xiaomi,Smartphones,1365.09
galaxy s20,106.15,1,Open box,5235,United States,samsung,Smartphones,2015.02
asus zephyrus,266.32,2,New,16243,Germany,asus,Computers,7241.12
asus vivobook,170.57,1,Open box,47486,United States,asus,Computers,2066.67
asus zephyrus,223.11,2,Seller refurbished,5367,United Kingdom,asus,Computers,3593.97
lenovo thinkbook,188.35,2,Certified refurbished,8407,United States,lenovo,Computers,2997.6
iphone 12,164.29,2,New,65,United Kingdom,apple,Smartphones,3268.39
hp zbook,272.63,2,New,58911,United Kingdom,hp,Computers,6940.55
ipad air,86.64,3,Seller refurbished,12926,United Kingdom,apple,Tablets,506.32
iphone 12,191.63,2,New,910,United Kingdom,apple,Smartphones,4090.8
iphone 11,121.37,1,For parts or not working,40,United States,apple,Smartphones,782.71
galaxy tab,103.51,3,New,701,United Kingdom,samsung,Tablets,902.75
xiaomi mi 11,81.26,1,New,530,China,xiaomi,Smartphones,3867.82
macbook pro,139.12,4,Used,371,United States,apple,Computers,1197.39
oneplus nord,102.29,2,Open box,846,United States,oneplus,Smartphones,41.77
macbook air,178.33,3,Used,321,United States,apple,Computers,1249.01
galaxy s10,89.45,4,Seller refurbished,44117,United States,samsung,Smartphones,1139.42
galaxy s10,130.44,4,New,254,United Kingdom,samsung,Smartphones,1839.72
huawei mediapad,86.23,1,Seller refurbished,1574,United Kingdom,huawei,Tablets,580.25
macbook air,215.23,4,Used,1435,United States,apple,Computers,1995.09
dell vostro,131.85,1,Seller refurbished,2832,United States,dell,Computers,586.87
galaxy s10,89.61,1,Seller refurbished,69441,United States,samsung,Smartphones,939.34
xiaomi mi 10,102.05,1,New,734,United States,xiaomi,Smartphones,1498.65
lenovo thinkbook,218.02,3,New,104100,United Kingdom,lenovo,Computers,4421.76
macbook air,121.8,4,Used,163,United States,apple,Computers,1864.76
iphone 12,186.94,2,Used,387,United States,apple,Smartphones,2603.95
lenovo ideapad,212.3,4,New,7471,United States,lenovo,Computers,4662.95
huawei mediapad,70.46,4,New,14094,China,huawei,Tablets,137.04
hp zbook,188.93,1,Seller refurbished,9704,United States,hp,Computers,2429.54
iphone 12,31.36,1,New,0,Philippines,apple,Smartphones,1983.81
galaxy s10,88.12,1,Seller refurbished,94331,United States,samsung,Smartphones,861.33
asus zenbook,267.81,4,New,11993,United States,asus,Computers,7303.26
huawei p40,87.53,4,New,78929,United Kingdom,huawei,Smartphones,652.04
lenovo ideapad,191.09,4,Used,688,United Kingdom,lenovo,Computers,667.49
galaxy s20,104.56,1,Seller refurbished,8633,United States,samsung,Smartphones,1722.5
asus zenbook,260.67,2,Open box,17276,United States,asus,Computers,6928.31
asus rog strix scar,194.38,1,Seller refurbished,200,United States,asus,Computers,2591.68
galaxy s21,149.25,4,New,516,United States,samsung,Smartphones,2414.76
dell xps,256.74,4,New,49633,United States,dell,Computers,6338.05
iphone 11,109.68,1,Used,105,France,apple,Smartphones,1374.89
dell xps,241.46,1,Used,277,United Kingdom,dell,Computers,1637.3
ipad pro,97.45,1,For parts or not working,214574,United States,apple,Tablets,166.28
huawei mediapad,149.34,3,For parts or not working,540,United Kingdom,huawei,Tablets,220.41
oneplus nord,116.5,2,New,299,United Kingdom,oneplus,Smartphones,2244.5
dell precision,193.49,1,Used,103510,United States,dell,Computers,1625.12
lenovo thinkpad,350.22,1,Seller refurbished,1335,United States,lenovo,Computers,582.87
iphone x,97.15,1,Open box,214574,United States,apple,Smartphones,1170.08
gigabyte aero,324.79,1,Used,9554,United States,gigabyte,Computers,3241.67
dell latitude,122.34,2,Seller refurbished,185,United States,dell,Tablets,1498.82
dell xps,170.16,1,Seller refurbished,17918,United Kingdom,dell,Computers,1963.82
lenovo ideapad,207.11,2,Seller refurbished,40683,United Kingdom,lenovo,Computers,1956.38
asus vivobook,267.79,2,Open box,17,United States,asus,Computers,2328.16
galaxy s21,91.89,1,For parts or not working,30883,United States,samsung,Smartphones,965.87
lenovo thinkpad,174.03,2,Used,2768,United States,lenovo,Computers,662.78
galaxy book,0.0,1,New,9678,South,samsung,Computers,7660.58
asus zenbook,236.61,1,New,1394,United Kingdom,asus,Computers,4133.77
dell vostro,156.08,1,New,1511,United States,dell,Computers,2983.26
iphone 11,101.35,3,Seller refurbished,5219,United States,apple,Smartphones,1728.63
oneplus 8 pro,101.77,1,Used,43886,United States,oneplus,Smartphones,1576.36
lenovo ideapad,172.76,2,New,2064,United States,lenovo,Computers,2181.58
macbook pro,78.34,2,Used,732,Germany,apple,Computers,2957.39
dell precision,240.13,1,Used,2768,United States,dell,Computers,1028.69
huawei matebook,183.63,1,Seller refurbished,12800,United Kingdom,huawei,Computers,2531.8
galaxy s20,107.58,1,Seller refurbished,293554,United Kingdom,samsung,Smartphones,1749.23
lenovo thinkpad,155.58,1,Used,1693,United States,lenovo,Computers,1282.32
ipad air,101.05,2,Used,116,United States,apple,Tablets,384.7
ipad pro,143.2,2,Used,1812,United States,apple,Tablets,800.43
